Region,Adult obesity,Food environment index
Midwest,0.312,9.0
Midwest,0.291,8.483
Midwest,0.286,8.2
Midwest,0.323,4.655
Midwest,0.309,4.3
Midwest,0.326,8.369
Midwest,0.32,7.9
Northeast,0.269,8.932
Northeast,0.295,8.6
Northeast,0.241,9.358
Northeast,0.238,9.1
Northeast,0.259,8.876
Northeast,0.254,8.5
Northeast,0.315,8.394
Northeast,0.313,8.1
Northeast,0.255,8.904
Northeast,0.267,8.5
Northeast,0.269,8.86
Northeast,0.272,8.6
Northeast,0.264,8.821
Northeast,0.276,8.5
Northeast,0.263,9.005
Northeast,0.257,8.7
Northeast,0.301,8.537
Northeast,0.305,8.2
Northeast,0.268,8.802
Northeast,0.266,8.5
Northeast,0.27,7.044
Northeast,0.268,6.7
Northeast,0.214,9.086
Northeast,0.208,8.9
Northeast,0.271,8.609
Northeast,0.27,8.3
Northeast,0.275,7.826
Northeast,0.283,7.6
Northeast,0.248,7.623
Northeast,0.263,7.2
Northeast,0.334,6.925
Northeast,0.339,6.7
Northeast,0.259,7.162
Northeast,0.265,6.9
Northeast,0.282,8.209
Northeast,0.286,7.9
Northeast,0.239,7.797
Northeast,0.236,7.7
Northeast,0.2,9.632
Northeast,0.206,9.4
Northeast,0.251,8.375
Northeast,0.237,8.1
Northeast,0.234,8.624
Northeast,0.226,8.4
Northeast,0.224,8.767
Northeast,0.23,8.5
Northeast,0.208,9.301
Northeast,0.214,9.1
Northeast,0.264,8.054
Northeast,0.268,7.7
Northeast,0.247,7.951
Northeast,0.236,7.8
Northeast,0.328,8.227
Northeast,0.323,7.9
Northeast,0.211,9.285
Northeast,0.213,9.1
Northeast,0.258,9.099
Northeast,0.246,8.9
Northeast,0.232,8.266
Northeast,0.237,8.1
Northeast,0.256,8.704
Northeast,0.266,8.5
West,0.193,7.124
West,0.197,6.9
West,0.248,3.454
West,0.227,3.0
West,0.306,6.457
West,0.31,6.2
West,0.312,5.574
West,0.327,5.2
West,0.248,5.5
West,0.259,5.3
West,0.292,6.213
West,0.286,5.9
West,0.232,3.27
West,0.246,2.8
West,0.254,5.396
West,0.238,5.3
West,0.287,7.187
West,0.314,6.9
West,0.237,6.449
West,0.218,6.2
West,0.259,5.055
West,0.28,5.5
West,0.264,6.396
West,0.268,6.3
West,0.328,7.465
West,0.333,7.4
West,0.229,6.787
West,0.219,6.3
West,0.185,8.759
West,0.2,8.3
West,0.261,4.255
West,0.248,4.3
West,0.358,3.488
West,0.354,2.8
West,0.234,5.974
West,0.233,6.4
West,0.245,5.609
West,0.235,5.2
West,0.253,6.454
West,0.297,6.4
West,0.24,5.766
West,0.246,5.7
West,0.267,6.515
West,0.269,6.2
West,0.303,6.278
West,0.302,5.9
West,0.224,5.934
West,0.219,6.0
West,0.25,6.715
West,0.242,6.4
West,0.138,7.115
West,0.142,6.9
West,0.233,5.843
West,0.213,5.1
West,0.265,6.033
West,0.268,5.9
West,0.18,5.461
West,0.18,5.2
West,0.259,6.354
West,0.26,6.2
West,0.26,7.196
West,0.275,6.5
West,0.284,5.94
West,0.289,5.8
West,0.23,7.65
West,0.23,7.6
West,0.316,7.691
West,0.316,7.4
West,0.251,7.492
West,0.249,7.5
West,0.225,6.99
West,0.219,6.9
West,0.327,8.701
West,0.321,8.6
West,0.257,6.458
West,0.26,5.9
West,0.271,8.123
West,0.259,8.0
West,0.271,8.695
West,0.294,8.7
West,0.268,4.478
West,0.247,4.0
West,0.309,6.336
West,0.284,6.3
West,0.295,6.035
West,0.269,5.6
West,0.301,5.434
West,0.291,5.4
West,0.293,8.078
West,0.31,7.6
West,0.237,8.717
West,0.252,8.6
West,0.225,7.44
West,0.222,7.3
West,0.261,7.361
West,0.248,6.9
Northeast,0.259,8.365
Northeast,0.258,7.9
Northeast,0.298,8.741
Northeast,0.306,8.3
Northeast,0.284,6.539
Northeast,0.28,6.4
Northeast,0.29,8.345
Northeast,0.268,7.9
Northeast,0.275,8.774
Northeast,0.286,8.3
Northeast,0.248,9.052
Northeast,0.286,8.6
Northeast,0.275,8.548
Northeast,0.259,8.0
Northeast,0.292,8.254
Northeast,0.307,7.7
Northeast,0.288,9.204
Northeast,0.328,8.7
Northeast,0.296,8.026
Northeast,0.325,7.6
Northeast,0.239,8.955
Northeast,0.256,8.5
Northeast,0.27,8.696
Northeast,0.266,8.2
Northeast,0.258,9.082
Northeast,0.26,8.6
Northeast,0.262,8.709
Northeast,0.261,8.3
Northeast,0.289,8.188
Northeast,0.287,7.7
Northeast,0.272,8.87
Northeast,0.269,8.4
Northeast,0.289,8.125
Northeast,0.307,7.6
Northeast,0.283,8.427
Northeast,0.294,7.9
Northeast,0.287,9.153
Northeast,0.292,8.7
Northeast,0.303,8.641
Northeast,0.302,8.1
Northeast,0.261,8.98
Northeast,0.267,8.5
Northeast,0.317,8.641
Northeast,0.31,8.1
Northeast,0.29,8.001
Northeast,0.296,7.5
Northeast,0.232,7.104
Northeast,0.227,6.8
Northeast,0.259,8.552
Northeast,0.272,8.0
Northeast,0.288,8.445
Northeast,0.278,8.0
Northeast,0.273,8.916
Northeast,0.282,8.4
Northeast,0.302,8.101
Northeast,0.286,7.6
Northeast,0.269,6.891
Northeast,0.272,6.3
Northeast,0.216,9.79
Northeast,0.224,9.6
Northeast,0.157,7.921
Northeast,0.147,7.6
Northeast,0.295,8.471
Northeast,0.301,7.9
Northeast,0.275,8.377
Northeast,0.285,7.9
Northeast,0.282,8.33
Northeast,0.269,7.8
Northeast,0.28,9.235
Northeast,0.29,8.8
Northeast,0.238,8.754
Northeast,0.245,8.4
Northeast,0.319,8.516
Northeast,0.306,7.9
Northeast,0.339,8.598
Northeast,0.329,8.1
Northeast,0.274,8.122
Northeast,0.252,7.7
Northeast,0.31,9.491
Northeast,0.294,9.3
Northeast,0.229,8.376
Northeast,0.237,8.1
Northeast,0.264,8.538
Northeast,0.248,8.1
Northeast,0.276,9.028
Northeast,0.277,8.8
Northeast,0.243,8.806
Northeast,0.236,8.5
Northeast,0.259,9.333
Northeast,0.26,8.9
Northeast,0.274,8.102
Northeast,0.266,7.6
Northeast,0.299,8.952
Northeast,0.265,8.5
Northeast,0.286,9.381
Northeast,0.293,8.9
Northeast,0.283,9.152
Northeast,0.291,8.7
Northeast,0.3,8.044
Northeast,0.294,7.6
Northeast,0.309,8.502
Northeast,0.302,8.0
Northeast,0.247,9.358
Northeast,0.223,9.1
Northeast,0.293,8.082
Northeast,0.3,7.6
Northeast,0.289,9.264
Northeast,0.315,8.9
Northeast,0.217,8.175
Northeast,0.238,7.7
Northeast,0.273,8.514
Northeast,0.27,8.1
Northeast,0.288,8.817
Northeast,0.271,8.3
Northeast,0.283,8.944
Northeast,0.29,8.4
Northeast,0.314,9.022
Northeast,0.296,8.5
Northeast,0.172,9.085
Northeast,0.178,8.8
Northeast,0.296,8.796
Northeast,0.284,8.3
Northeast,0.259,9.326
Northeast,0.258,8.8
Midwest,0.307,7.27
Midwest,0.296,7.1
Midwest,0.373,7.144
Midwest,0.368,6.9
Midwest,0.307,8.213
Midwest,0.3,7.9
Midwest,0.3,7.118
Midwest,0.32,6.8
Midwest,0.331,5.691
Midwest,0.299,5.3
Midwest,0.327,8.759
Midwest,0.341,8.5
Midwest,0.311,7.808
Midwest,0.32,7.5
Midwest,0.364,7.897
Midwest,0.368,7.6
Midwest,0.298,7.649
Midwest,0.293,7.4
Midwest,0.288,8.19
Midwest,0.318,7.9
Midwest,0.334,8.223
Midwest,0.346,8.0
Midwest,0.332,7.232
Midwest,0.301,6.9
Midwest,0.266,7.678
Midwest,0.278,7.4
Midwest,0.297,7.363
Midwest,0.334,7.2
Midwest,0.32,7.418
Midwest,0.323,7.2
Midwest,0.316,7.36
Midwest,0.328,7.0
Midwest,0.359,7.731
Midwest,0.353,7.6
Midwest,0.272,7.055
Midwest,0.28,6.7
Midwest,0.351,8.379
Midwest,0.337,8.1
Midwest,0.283,7.878
Midwest,0.313,7.6
Midwest,0.255,9.055
Midwest,0.265,8.9
Midwest,0.28,7.394
Midwest,0.294,7.1
Midwest,0.309,7.867
Midwest,0.306,7.6
Midwest,0.313,7.653
Midwest,0.315,7.3
Midwest,0.303,6.913
Midwest,0.295,6.6
Midwest,0.303,8.242
Midwest,0.302,8.1
Midwest,0.313,7.477
Midwest,0.32,7.2
Midwest,0.275,8.867
Midwest,0.261,8.5
Midwest,0.26,7.591
Midwest,0.251,7.3
Midwest,0.313,7.479
Midwest,0.364,7.2
Midwest,0.284,6.759
Midwest,0.289,6.4
Midwest,0.31,7.921
Midwest,0.314,7.6
Midwest,0.316,7.743
Midwest,0.319,7.6
Midwest,0.299,7.853
Midwest,0.285,7.7
Midwest,0.33,8.032
Midwest,0.316,7.9
Midwest,0.329,7.467
Midwest,0.33,7.3
Midwest,0.318,7.473
Midwest,0.305,7.1
Midwest,0.291,8.665
Midwest,0.266,8.3
Midwest,0.328,7.583
Midwest,0.349,7.4
Midwest,0.334,7.293
Midwest,0.369,6.9
Midwest,0.361,6.942
Midwest,0.333,6.6
Midwest,0.316,7.955
Midwest,0.326,7.6
Midwest,0.283,8.071
Midwest,0.249,7.7
Midwest,0.372,7.591
Midwest,0.363,7.3
Midwest,0.304,8.176
Midwest,0.309,7.9
Midwest,0.297,7.945
Midwest,0.301,7.7
Midwest,0.314,7.644
Midwest,0.304,7.3
Midwest,0.318,6.881
Midwest,0.322,6.6
Midwest,0.307,8.014
Midwest,0.312,7.8
Midwest,0.298,6.454
Midwest,0.308,6.2
Midwest,0.322,6.079
Midwest,0.342,5.8
Midwest,0.286,8.693
Midwest,0.277,8.4
Midwest,0.332,6.535
Midwest,0.362,6.3
Midwest,0.291,8.905
Midwest,0.281,8.6
Midwest,0.309,8.064
Midwest,0.312,7.8
Midwest,0.32,7.868
Midwest,0.342,7.7
Midwest,0.304,6.6
Midwest,0.303,6.3
Midwest,0.322,7.367
Midwest,0.311,7.2
Midwest,0.309,8.564
Midwest,0.338,8.3
Midwest,0.295,6.806
Midwest,0.321,6.5
Midwest,0.321,7.011
Midwest,0.334,6.9
Midwest,0.35,7.799
Midwest,0.326,7.7
Midwest,0.293,7.805
Midwest,0.29,7.6
Midwest,0.367,7.336
Midwest,0.362,7.1
Midwest,0.33,8.109
Midwest,0.349,7.9
Midwest,0.321,6.018
Midwest,0.324,5.9
Midwest,0.296,7.696
Midwest,0.286,7.4
Midwest,0.324,8.454
Midwest,0.306,8.3
Midwest,0.299,8.762
Midwest,0.31,8.5
Midwest,0.312,7.284
Midwest,0.335,7.0
Midwest,0.344,7.532
Midwest,0.358,7.2
Midwest,0.339,8.153
Midwest,0.347,7.9
Midwest,0.355,6.714
Midwest,0.367,6.4
Midwest,0.3,7.907
Midwest,0.323,7.6
Midwest,0.321,7.952
Midwest,0.324,7.8
Midwest,0.317,7.399
Midwest,0.309,7.1
Midwest,0.292,7.086
Midwest,0.28,6.8
Midwest,0.325,7.223
Midwest,0.344,6.9
Midwest,0.321,7.727
Midwest,0.354,7.5
Midwest,0.342,8.767
Midwest,0.336,8.5
Midwest,0.325,8.305
Midwest,0.357,8.0
Midwest,0.303,7.025
Midwest,0.304,6.7
Midwest,0.262,8.456
Midwest,0.263,8.2
Midwest,0.322,8.099
Midwest,0.33,7.8
Midwest,0.305,8.194
Midwest,0.288,7.9
Midwest,0.3,7.669
Midwest,0.309,7.5
Midwest,0.296,7.715
Midwest,0.291,7.5
Midwest,0.294,8.355
Midwest,0.342,8.1
South,0.36,7.323
South,0.347,6.8
South,0.328,6.82
South,0.339,6.4
South,0.347,5.925
South,0.353,5.6
South,0.314,7.595
South,0.359,7.4
South,0.365,7.849
South,0.357,7.5
South,0.322,5.607
South,0.341,5.6
South,0.333,7.242
South,0.329,6.8
South,0.352,6.48
South,0.348,6.2
South,0.311,8.185
South,0.326,7.9
South,0.364,7.841
South,0.358,7.4
South,0.352,6.538
South,0.354,6.1
South,0.343,4.931
South,0.346,4.5
South,0.313,6.292
South,0.312,6.0
South,0.293,7.792
South,0.293,7.4
South,0.332,6.41
South,0.34,6.2
South,0.345,5.915
South,0.334,5.5
South,0.34,8.176
South,0.353,7.7
South,0.358,7.597
South,0.332,7.1
South,0.361,7.567
South,0.347,7.2
South,0.289,7.411
South,0.292,7.0
South,0.332,7.103
South,0.325,6.7
South,0.292,4.935
South,0.288,4.5
South,0.319,5.301
South,0.32,5.0
South,0.328,7.419
South,0.353,7.0
South,0.322,7.033
South,0.329,6.5
South,0.37,7.8
South,0.369,7.4
South,0.346,6.359
South,0.369,5.9
South,0.321,7.804
South,0.311,7.5
South,0.34,7.324
South,0.364,7.0
South,0.327,7.235
South,0.333,6.9
South,0.313,6.514
South,0.34,5.9
South,0.338,6.555
South,0.351,6.4
South,0.325,7.313
South,0.341,6.9
South,0.369,6.958
South,0.382,6.7
South,0.31,6.45
South,0.36,6.0
South,0.356,7.054
South,0.305,6.7
South,0.316,8.483
South,0.317,8.2
South,0.321,5.847
South,0.316,5.4
South,0.368,6.76
South,0.377,6.4
South,0.332,6.87
South,0.37,6.4
South,0.319,7.537
South,0.342,7.1
South,0.341,7.251
South,0.342,6.9
South,0.308,7.762
South,0.325,7.3
South,0.32,7.495
South,0.315,6.9
South,0.339,8.047
South,0.343,7.6
South,0.36,7.867
South,0.354,7.5
South,0.324,8.45
South,0.313,8.1
South,0.357,6.107
South,0.355,5.8
South,0.35,7.042
South,0.35,6.6
South,0.346,8.345
South,0.363,7.8
South,0.319,6.948
South,0.339,6.5
South,0.352,7.566
South,0.325,7.1
South,0.33,7.113
South,0.337,6.7
South,0.351,6.034
South,0.321,5.5
South,0.3,6.743
South,0.302,6.4
South,0.323,6.249
South,0.349,5.9
South,0.33,6.832
South,0.353,6.5
South,0.316,7.284
South,0.33,6.7
South,0.364,7.891
South,0.354,7.7
South,0.309,6.245
South,0.282,5.7
South,0.341,6.247
South,0.329,5.8
South,0.393,7.236
South,0.354,6.7
South,0.372,7.324
South,0.372,6.9
South,0.314,6.185
South,0.317,5.8
South,0.323,7.051
South,0.319,6.7
South,0.311,8.062
South,0.307,7.7
South,0.387,7.223
South,0.375,6.8
South,0.381,7.224
South,0.374,6.7
South,0.294,7.869
South,0.308,7.5
South,0.309,4.945
South,0.315,4.8
South,0.336,6.284
South,0.336,6.0
South,0.302,6.864
South,0.305,6.5
South,0.315,7.803
South,0.323,7.5
South,0.308,7.291
South,0.286,6.8
South,0.327,6.843
South,0.377,6.4
South,0.324,7.411
South,0.321,6.9
South,0.347,8.015
South,0.334,7.7
West,0.251,6.409
West,0.243,6.1
West,0.224,7.562
West,0.208,7.2
West,0.261,8.276
West,0.262,8.0
West,0.26,7.121
West,0.284,6.8
West,0.282,8.027
West,0.303,7.7
West,0.289,7.406
West,0.303,7.1
West,0.266,7.152
West,0.267,6.9
West,0.291,7.429
West,0.293,7.1
West,0.212,7.521
West,0.23,7.3
West,0.328,6.548
West,0.343,6.2
West,0.243,5.866
West,0.25,5.5
West,0.286,5.962
West,0.307,5.9
West,0.221,8.614
West,0.223,8.6
West,0.239,7.266
West,0.247,7.0
West,0.307,6.463
West,0.304,6.4
West,0.255,6.963
West,0.259,6.6
West,0.272,6.455
West,0.291,6.1
West,0.299,5.274
West,0.323,5.0
West,0.267,7.396
West,0.281,7.1
West,0.28,7.434
West,0.284,7.2
West,0.299,6.991
West,0.313,6.7
West,0.283,7.305
West,0.306,7.1
West,0.313,7.474
West,0.339,7.3
West,0.258,7.317
West,0.271,7.3
West,0.223,7.486
West,0.221,7.2
West,0.305,7.562
West,0.314,7.2
West,0.271,6.1
West,0.275,7.304
West,0.288,7.0
West,0.338,7.297
West,0.33,7.2
West,0.28,6.264
West,0.257,5.9
West,0.254,7.033
West,0.251,6.8
West,0.329,6.55
West,0.3,6.3
West,0.245,8.333
West,0.256,8.1
West,0.294,7.982
West,0.297,7.8
Northeast,0.283,8.901
Northeast,0.31,8.6
Northeast,0.273,7.792
Northeast,0.266,7.4
Northeast,0.309,8.644
Northeast,0.339,8.3
Northeast,0.301,7.475
Northeast,0.31,7.1
Northeast,0.333,8.192
Northeast,0.34,7.9
Northeast,0.277,8.414
Northeast,0.302,8.2
Northeast,0.334,8.156
Northeast,0.331,7.8
Northeast,0.348,8.536
Northeast,0.33,8.1
Northeast,0.257,8.835
Northeast,0.255,8.6
Northeast,0.291,8.795
Northeast,0.3,8.5
Northeast,0.362,7.845
Northeast,0.319,7.5
Northeast,0.291,7.933
Northeast,0.272,7.7
Northeast,0.322,8.353
Northeast,0.356,8.1
Northeast,0.252,8.1
Northeast,0.239,7.7
Northeast,0.222,8.668
Northeast,0.231,8.5
Northeast,0.317,8.077
Northeast,0.334,7.8
Northeast,0.292,8.096
Northeast,0.301,7.8
Northeast,0.315,7.923
Northeast,0.348,7.4
Northeast,0.333,8.236
Northeast,0.346,7.9
Northeast,0.298,8.241
Northeast,0.317,7.9
Northeast,0.255,8.745
Northeast,0.246,8.4
Northeast,0.321,7.063
Northeast,0.337,6.7
Northeast,0.28,8.065
Northeast,0.257,7.8
Northeast,0.312,8.691
Northeast,0.286,8.5
Northeast,0.283,7.656
Northeast,0.291,7.3
Northeast,0.346,7.455
Northeast,0.369,7.1
Northeast,0.325,8.622
Northeast,0.33,8.1
Northeast,0.324,8.454
Northeast,0.321,8.1
Northeast,0.308,8.132
Northeast,0.345,7.9
Northeast,0.307,8.027
Northeast,0.321,7.7
Northeast,0.294,8.471
Northeast,0.315,8.1
Northeast,0.297,8.029
Northeast,0.333,7.7
Northeast,0.292,8.488
Northeast,0.296,8.2
Northeast,0.308,8.384
Northeast,0.306,8.0
Northeast,0.249,8.115
Northeast,0.279,7.8
Northeast,0.283,8.4
Northeast,0.285,8.1
Northeast,0.283,7.395
Northeast,0.326,7.1
Northeast,0.32,8.697
Northeast,0.318,8.4
Northeast,0.279,8.113
Northeast,0.285,7.9
Northeast,0.298,7.875
Northeast,0.301,7.5
Northeast,0.313,7.787
Northeast,0.306,7.4
Northeast,0.319,8.448
Northeast,0.323,8.1
Northeast,0.309,8.055
Northeast,0.321,7.7
Northeast,0.302,8.311
Northeast,0.302,7.9
Northeast,0.282,7.758
Northeast,0.28,7.5
Northeast,0.24,8.732
Northeast,0.236,8.5
Northeast,0.302,8.617
Northeast,0.291,8.3
Northeast,0.29,8.38
Northeast,0.296,8.1
Northeast,0.343,8.095
Northeast,0.346,7.7
Northeast,0.308,8.605
Northeast,0.309,8.3
Northeast,0.306,6.523
Northeast,0.3,6.3
Northeast,0.312,8.6
Northeast,0.294,8.3
Northeast,0.315,7.675
Northeast,0.324,7.4
Northeast,0.33,8.406
Northeast,0.328,8.1
Northeast,0.335,8.649
Northeast,0.314,8.3
Northeast,0.313,8.113
Northeast,0.325,7.8
Northeast,0.322,7.653
Northeast,0.328,7.2
Northeast,0.325,8.758
Northeast,0.342,8.4
Northeast,0.322,8.666
Northeast,0.328,8.2
Northeast,0.295,7.649
Northeast,0.284,7.3
Northeast,0.32,8.41
Northeast,0.329,8.0
Northeast,0.312,8.428
Northeast,0.32,8.1
Northeast,0.277,8.32
Northeast,0.267,8.0
Northeast,0.29,8.847
Northeast,0.313,8.5
Northeast,0.283,8.196
Northeast,0.278,7.8
Northeast,0.322,8.618
Northeast,0.33,8.3
Northeast,0.328,8.399
Northeast,0.316,8.1
Northeast,0.203,7.675
Northeast,0.207,7.4
Northeast,0.277,8.09
Northeast,0.269,7.8
Northeast,0.22,7.89
Northeast,0.213,7.6
Northeast,0.273,7.264
Northeast,0.278,7.0
Northeast,0.226,8.061
Northeast,0.229,7.7
South,0.348,6.099
South,0.346,5.8
South,0.319,7.416
South,0.312,7.1
South,0.367,4.487
South,0.395,4.6
South,0.308,7.078
South,0.335,6.8
South,0.422,5.18
South,0.406,5.0
South,0.369,6.3
South,0.385,6.0
South,0.216,7.629
South,0.22,7.4
South,0.388,7.399
South,0.365,7.2
South,0.384,7.419
South,0.395,7.2
South,0.277,7.238
South,0.262,7.0
South,0.314,6.876
South,0.33,6.5
South,0.335,5.71
South,0.372,5.6
South,0.36,6.362
South,0.354,6.0
South,0.375,6.314
South,0.382,6.0
South,0.367,5.744
South,0.382,5.6
South,0.357,6.584
South,0.341,6.3
South,0.398,5.199
South,0.398,5.0
South,0.29,7.901
South,0.304,7.6
South,0.357,7.469
South,0.338,7.2
South,0.397,5.906
South,0.406,5.5
South,0.361,6.226
South,0.369,6.0
South,0.351,6.695
South,0.348,6.5
South,0.298,7.275
South,0.296,7.0
South,0.336,7.017
South,0.324,6.6
South,0.424,5.949
South,0.434,5.7
South,0.278,7.376
South,0.277,7.1
South,0.415,6.893
South,0.395,6.7
South,0.311,7.435
South,0.309,7.2
South,0.319,6.703
South,0.347,6.6
South,0.358,6.84
South,0.378,6.6
South,0.396,5.861
South,0.414,5.7
South,0.307,8.108
South,0.303,7.8
South,0.388,5.385
South,0.398,5.2
South,0.408,4.98
South,0.398,4.8
South,0.345,6.894
South,0.322,6.8
South,0.351,7.312
South,0.346,7.1
South,0.313,7.757
South,0.31,7.4
South,0.403,5.451
South,0.41,5.3
South,0.285,7.148
South,0.296,6.8
South,0.311,6.441
South,0.322,6.1
South,0.32,7.921
South,0.331,7.7
South,0.285,6.671
South,0.293,6.4
South,0.358,6.101
South,0.347,5.9
South,0.359,6.539
South,0.359,6.3
South,0.426,5.279
South,0.43,5.2
South,0.285,7.201
South,0.282,7.2
Midwest,0.292,5.7
Midwest,0.302,8.131
Midwest,0.312,7.9
Midwest,0.377,2.413
Midwest,0.377,2.0
Midwest,0.321,5.917
Midwest,0.3,5.7
Midwest,0.278,6.809
Midwest,0.263,6.6
Midwest,0.311,8.433
Midwest,0.295,8.1
Midwest,0.361,8.075
Midwest,0.362,7.6
Midwest,0.418,4.309
Midwest,0.435,4.6
Midwest,0.303,7.659
Midwest,0.281,7.4
Midwest,0.331,6.651
Midwest,0.322,6.3
Midwest,0.327,7.564
Midwest,0.32,7.3
Midwest,0.298,7.603
Midwest,0.3,7.2
Midwest,0.297,8.197
Midwest,0.3,8.0
Midwest,0.415,0.608
Midwest,0.39,0.0
Midwest,0.249,8.475
Midwest,0.251,8.1
Midwest,0.326,8.212
Midwest,0.33,8.0
Midwest,0.334,6.464
Midwest,0.344,6.0
Midwest,0.351,6.619
Midwest,0.338,6.4
Midwest,0.423,4.902
Midwest,0.402,4.6
Midwest,0.293,5.734
Midwest,0.275,5.5
Midwest,0.356,7.414
Midwest,0.318,7.2
Midwest,0.326,7.23
Midwest,0.337,6.7
Midwest,0.295,4.449
Midwest,0.286,4.3
Midwest,0.344,8.33
Midwest,0.341,8.1
Midwest,0.292,7.376
Midwest,0.319,6.9
Midwest,0.305,5.674
Midwest,0.298,5.2
Midwest,0.306,7.659
Midwest,0.287,7.4
Midwest,0.296,8.316
Midwest,0.269,8.1
Midwest,0.308,8.425
Midwest,0.284,8.2
Midwest,0.294,7.712
Midwest,0.309,7.4
Midwest,0.348,2.79
Midwest,0.326,2.8
Midwest,0.278,4.5
Midwest,0.299,7.68
Midwest,0.321,7.4
Midwest,0.305,8.617
Midwest,0.28,8.3
Midwest,0.244,8.234
Midwest,0.245,7.9
Midwest,0.277,9.258
Midwest,0.276,9.1
Midwest,0.355,6.188
Midwest,0.347,5.9
Midwest,0.289,6.11
Midwest,0.296,6.1
Midwest,0.29,6.724
Midwest,0.278,6.4
Midwest,0.268,5.9
Midwest,0.281,8.478
Midwest,0.28,8.3
Midwest,0.376,2.705
Midwest,0.344,1.8
Midwest,0.313,8.656
Midwest,0.321,8.4
Midwest,0.291,8.338
Midwest,0.274,8.1
Midwest,0.347,6.366
Midwest,0.337,6.1
Midwest,0.271,7.936
Midwest,0.276,7.6
Midwest,0.308,6.806
Midwest,0.322,6.4
Midwest,0.284,5.89
Midwest,0.293,5.5
Midwest,0.367,6.371
Midwest,0.349,6.2
Midwest,0.345,5.891
Midwest,0.34,5.7
Midwest,0.416,1.751
Midwest,0.425,1.6
Midwest,0.344,7.555
Midwest,0.322,7.2
Midwest,0.323,8.575
Midwest,0.325,8.4
Midwest,0.421,5.028
Midwest,0.403,4.8
Midwest,0.343,7.655
Midwest,0.329,7.3
Midwest,0.322,8.494
Midwest,0.314,8.2
Midwest,0.301,8.945
Midwest,0.291,8.7
Midwest,0.326,7.708
Midwest,0.307,7.5
Midwest,0.292,7.849
Midwest,0.288,7.7
Midwest,0.447,2.215
Midwest,0.444,1.9
South,0.309,7.876
South,0.326,7.4
South,0.36,7.342
South,0.351,7.1
South,0.34,7.453
South,0.333,7.1
South,0.318,7.722
South,0.338,7.3
South,0.319,7.768
South,0.334,7.4
South,0.299,7.034
South,0.318,6.7
South,0.334,7.041
South,0.328,6.6
South,0.323,8.344
South,0.307,8.2
South,0.353,7.551
South,0.319,7.2
South,0.3,6.59
South,0.287,6.2
South,0.297,8.835
South,0.301,8.6
South,0.359,7.55
South,0.317,7.3
South,0.317,6.982
South,0.345,6.7
South,0.31,8.04
South,0.316,7.8
South,0.334,6.416
South,0.314,6.2
South,0.345,7.573
South,0.356,7.2
South,0.346,7.582
South,0.358,7.4
South,0.286,7.889
South,0.265,7.6
South,0.303,6.71
South,0.308,6.5
South,0.319,8.234
South,0.32,8.0
South,0.333,7.76
South,0.346,7.5
South,0.32,7.817
South,0.349,7.5
South,0.336,5.835
South,0.333,5.6
South,0.369,7.633
South,0.351,7.3
South,0.349,7.925
South,0.375,7.6
South,0.315,7.73
South,0.304,7.3
South,0.371,6.795
South,0.34,6.5
South,0.361,7.36
South,0.351,7.1
South,0.3,8.1
South,0.314,7.8
South,0.354,7.467
South,0.316,7.1
South,0.306,7.135
South,0.279,7.0
South,0.312,6.968
South,0.298,6.7
South,0.306,6.686
South,0.291,6.4
South,0.303,6.966
South,0.298,6.8
South,0.369,5.878
South,0.36,5.6
South,0.328,7.384
South,0.34,7.1
South,0.345,7.678
South,0.345,7.3
South,0.387,5.424
South,0.41,5.4
South,0.364,7.432
South,0.351,7.1
South,0.352,7.147
South,0.365,6.8
South,0.337,8.071
South,0.344,7.7
South,0.324,7.963
South,0.339,7.4
South,0.316,7.928
South,0.346,7.6
South,0.307,8.0
South,0.306,7.7
South,0.284,7.8
South,0.279,7.5
South,0.312,7.28
South,0.313,7.0
South,0.295,7.334
South,0.287,6.9
South,0.329,6.577
South,0.354,6.3
South,0.37,5.918
South,0.39,5.7
South,0.312,7.737
South,0.313,7.4
South,0.324,7.684
South,0.313,7.5
South,0.317,8.084
South,0.308,7.7
South,0.295,7.831
South,0.28,7.5
South,0.336,8.022
South,0.324,7.8
South,0.361,6.411
South,0.373,6.2
South,0.299,7.907
South,0.283,7.5
South,0.299,7.494
South,0.299,7.3
South,0.353,7.338
South,0.351,7.2
South,0.335,7.453
South,0.338,7.2
South,0.354,7.364
South,0.359,6.9
South,0.327,7.855
South,0.303,7.7
South,0.354,7.571
South,0.349,7.4
South,0.321,6.6
South,0.305,6.3
South,0.324,7.453
South,0.335,7.1
South,0.315,7.198
South,0.31,6.8
South,0.321,7.251
South,0.329,6.8
South,0.314,8.206
South,0.316,7.9
South,0.293,7.057
South,0.3,6.8
South,0.313,7.727
South,0.32,7.4
South,0.315,8.21
South,0.325,8.0
South,0.325,6.914
South,0.349,6.6
South,0.372,7.412
South,0.365,7.0
South,0.326,7.709
South,0.34,7.3
South,0.329,8.423
South,0.339,8.2
South,0.313,7.752
South,0.317,7.5
South,0.299,6.43
South,0.296,6.4
South,0.348,8.429
South,0.34,8.0
South,0.309,7.837
South,0.302,7.5
South,0.346,5.853
South,0.35,5.6
South,0.33,8.297
South,0.332,8.0
South,0.313,7.7
South,0.29,7.3
South,0.33,7.151
South,0.331,6.7
South,0.294,8.061
South,0.297,7.8
South,0.346,7.175
South,0.329,7.0
South,0.325,8.3
South,0.338,8.1
